batter,bowling_type,phase,balls_faced,runs_scored,dismissals,boundaries,strike_rate,balls_per_dismissal,dismissal_pct,boundary_pct,sufficient_sample
P Dogra,Pace,death,46,53,4,5,115.22,11.5,8.7,10.87,True
P Dogra,Pace,middle,42,29,0,1,69.05,,0.0,2.38,True
P Dogra,Spin,death,16,20,3,1,125.0,5.3,18.75,6.25,False
P Dogra,Spin,middle,34,25,0,2,73.53,,0.0,5.88,True
P Dubey,Pace,death,9,6,1,0,66.67,9.0,11.11,0.0,False
P Dubey,Pace,middle,4,6,0,1,150.0,,0.0,25.0,False
P Dubey,Spin,death,8,4,0,0,50.0,,0.0,0.0,False
P Dubey,Spin,middle,12,7,0,1,58.33,,0.0,8.33,False
P Kumar,Pace,death,230,262,19,28,113.91,12.1,8.26,12.17,True
P Kumar,Pace,middle,29,24,1,4,82.76,29.0,3.45,13.79,False
P Kumar,Pace,powerplay,8,6,2,1,75.0,4.0,25.0,12.5,False
P Kumar,Spin,death,31,32,4,4,103.23,7.8,12.9,12.9,True
P Kumar,Spin,middle,16,16,2,2,100.0,8.0,12.5,12.5,False
P Negi,Pace,death,155,219,12,26,141.29,12.9,7.74,16.77,True
P Negi,Pace,middle,59,51,2,6,86.44,29.5,3.39,10.17,True
P Negi,Pace,powerplay,6,4,1,1,66.67,6.0,16.67,16.67,False
P Negi,Spin,death,27,38,3,4,140.74,9.0,11.11,14.81,False
P Negi,Spin,middle,42,53,4,6,126.19,10.5,9.52,14.29,True
P Nissanka,Pace,middle,9,12,1,1,133.33,9.0,11.11,11.11,False
P Nissanka,Pace,powerplay,99,168,6,28,169.7,16.5,6.06,28.28,True
P Nissanka,Spin,middle,27,31,2,3,114.81,13.5,7.41,11.11,False
P Nissanka,Spin,powerplay,34,43,0,8,126.47,,0.0,23.53,True
P Nissanka,Unknown,powerplay,6,24,0,5,400.0,,0.0,83.33,False
P Parameswaran,Pace,death,2,1,0,0,50.0,,0.0,0.0,False
P Ray Barman,Pace,death,1,0,1,0,0.0,1.0,100.0,0.0,False
P Ray Barman,Pace,middle,13,13,0,2,100.0,,0.0,15.38,False
P Ray Barman,Spin,middle,10,6,0,0,60.0,,0.0,0.0,False
P Sahu,Pace,death,13,19,0,2,146.15,,0.0,15.38,False
P Simran Singh,Pace,death,33,66,3,10,200.0,11.0,9.09,30.3,True
P Simran Singh,Pace,middle,139,244,9,35,175.54,15.4,6.47,25.18,True
P Simran Singh,Pace,powerplay,653,1003,28,169,153.6,23.3,4.29,25.88,True
P Simran Singh,Spin,death,8,12,0,2,150.0,,0.0,25.0,False
P Simran Singh,Spin,middle,219,329,15,41,150.23,14.6,6.85,18.72,True
P Simran Singh,Spin,powerplay,86,123,2,21,143.02,43.0,2.33,24.42,True
P Simran Singh,Unknown,death,3,1,1,0,33.33,3.0,33.33,0.0,False
P Simran Singh,Unknown,middle,34,61,3,8,179.41,11.3,8.82,23.53,True
P Simran Singh,Unknown,powerplay,14,26,0,4,185.71,,0.0,28.57,False
PA Patel,Pace,death,46,59,6,7,128.26,7.7,13.04,15.22,True
PA Patel,Pace,middle,308,386,16,49,125.32,19.2,5.19,15.91,True
PA Patel,Pace,powerplay,1252,1589,54,273,126.92,23.2,4.31,21.81,True
PA Patel,Spin,death,25,36,2,4,144.0,12.5,8.0,16.0,False
PA Patel,Spin,middle,414,463,25,40,111.84,16.6,6.04,9.66,True
PA Patel,Spin,powerplay,313,315,13,41,100.64,24.1,4.15,13.1,True
PA Reddy,Pace,death,3,9,0,2,300.0,,0.0,66.67,False
PA Reddy,Pace,middle,21,24,2,3,114.29,10.5,9.52,14.29,False
PA Reddy,Pace,powerplay,82,77,3,8,93.9,27.3,3.66,9.76,True
PA Reddy,Spin,death,2,6,1,1,300.0,2.0,50.0,50.0,False
PA Reddy,Spin,middle,30,22,2,0,73.33,15.0,6.67,0.0,True
PA Reddy,Spin,powerplay,22,26,1,3,118.18,22.0,4.55,13.64,False
PBB Rajapaksa,Pace,death,7,5,2,0,71.43,3.5,28.57,0.0,False
PBB Rajapaksa,Pace,middle,73,115,3,15,157.53,24.3,4.11,20.55,True
PBB Rajapaksa,Pace,powerplay,35,61,3,10,174.29,11.7,8.57,28.57,True
PBB Rajapaksa,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
PBB Rajapaksa,Spin,middle,62,79,3,9,127.42,20.7,4.84,14.52,True
PBB Rajapaksa,Spin,powerplay,13,16,0,3,123.08,,0.0,23.08,False
PC Valthaty,Pace,death,10,25,0,5,250.0,,0.0,50.0,False
PC Valthaty,Pace,middle,64,78,2,9,121.88,32.0,3.12,14.06,True
PC Valthaty,Pace,powerplay,235,264,12,48,112.34,19.6,5.11,20.43,True
PC Valthaty,Spin,death,12,21,1,3,175.0,12.0,8.33,25.0,False
PC Valthaty,Spin,middle,54,69,4,9,127.78,13.5,7.41,16.67,True
PC Valthaty,Spin,powerplay,43,48,2,7,111.63,21.5,4.65,16.28,True
PD Collingwood,Pace,death,22,50,1,7,227.27,22.0,4.55,31.82,False
PD Collingwood,Pace,middle,31,29,0,3,93.55,,0.0,9.68,True
PD Collingwood,Pace,powerplay,12,20,0,3,166.67,,0.0,25.0,False
PD Collingwood,Spin,death,23,31,0,3,134.78,,0.0,13.04,False
PD Collingwood,Spin,middle,61,67,2,5,109.84,30.5,3.28,8.2,True
PD Collingwood,Spin,powerplay,7,6,0,1,85.71,,0.0,14.29,False
PD Salt,Pace,death,7,18,0,3,257.14,,0.0,42.86,False
PD Salt,Pace,middle,86,182,5,28,211.63,17.2,5.81,32.56,True
PD Salt,Pace,powerplay,425,690,20,115,162.35,21.2,4.71,27.06,True
PD Salt,Spin,death,12,17,1,3,141.67,12.0,8.33,25.0,False
PD Salt,Spin,middle,125,198,9,27,158.4,13.9,7.2,21.6,True
PD Salt,Spin,powerplay,58,143,1,28,246.55,58.0,1.72,48.28,True
PD Salt,Unknown,middle,3,3,0,0,100.0,,0.0,0.0,False
PD Salt,Unknown,powerplay,5,7,0,1,140.0,,0.0,20.0,False
PHKD Mendis,Pace,death,13,12,2,0,92.31,6.5,15.38,0.0,False
PHKD Mendis,Pace,middle,16,32,0,4,200.0,,0.0,25.0,False
PHKD Mendis,Pace,powerplay,8,4,0,0,50.0,,0.0,0.0,False
PHKD Mendis,Spin,death,12,14,0,1,116.67,,0.0,8.33,False
PHKD Mendis,Spin,middle,11,12,1,1,109.09,11.0,9.09,9.09,False
PHKD Mendis,Spin,powerplay,1,1,0,0,100.0,,0.0,0.0,False
PHKD Mendis,Unknown,middle,8,17,0,3,212.5,,0.0,37.5,False
PJ Cummins,Pace,death,232,406,18,53,175.0,12.9,7.76,22.84,True
PJ Cummins,Pace,middle,62,108,4,19,174.19,15.5,6.45,30.65,True
PJ Cummins,Pace,powerplay,1,0,0,0,0.0,,0.0,0.0,False
PJ Cummins,Spin,death,47,55,6,5,117.02,7.8,12.77,10.64,True
PJ Cummins,Spin,middle,78,73,3,7,93.59,26.0,3.85,8.97,True
PJ Cummins,Unknown,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
PJ Sangwan,Pace,death,28,21,6,1,75.0,4.7,21.43,3.57,False
PJ Sangwan,Pace,middle,3,2,0,0,66.67,,0.0,0.0,False
PJ Sangwan,Spin,death,7,1,1,0,14.29,7.0,14.29,0.0,False
PJ Sangwan,Spin,middle,6,2,0,0,33.33,,0.0,0.0,False
PK Garg,Pace,death,37,63,4,9,170.27,9.2,10.81,24.32,True
PK Garg,Pace,middle,54,55,5,4,101.85,10.8,9.26,7.41,True
PK Garg,Pace,powerplay,43,42,3,4,97.67,14.3,6.98,9.3,True
PK Garg,Spin,death,3,2,1,0,66.67,3.0,33.33,0.0,False
PK Garg,Spin,middle,96,102,4,7,106.25,24.0,4.17,7.29,True
PK Garg,Spin,powerplay,8,9,0,1,112.5,,0.0,12.5,False
PM Sarvesh Kumar,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
PN Mankad,Pace,death,11,18,0,3,163.64,,0.0,27.27,False
PN Mankad,Pace,middle,9,9,1,1,100.0,9.0,11.11,11.11,False
PN Mankad,Pace,powerplay,29,31,2,5,106.9,14.5,6.9,17.24,False
PN Mankad,Spin,middle,15,25,0,3,166.67,,0.0,20.0,False
PN Mankad,Spin,powerplay,9,14,0,3,155.56,,0.0,33.33,False
PP Chawla,Pace,death,301,389,31,52,129.24,9.7,10.3,17.28,True
PP Chawla,Pace,middle,90,82,4,9,91.11,22.5,4.44,10.0,True
PP Chawla,Pace,powerplay,13,15,1,3,115.38,13.0,7.69,23.08,False
PP Chawla,Spin,death,72,64,9,6,88.89,8.0,12.5,8.33,True
PP Chawla,Spin,middle,87,74,3,6,85.06,29.0,3.45,6.9,True
PP Hinge,Pace,death,1,0,0,0,0.0,,0.0,0.0,False
PP Hinge,Pace,middle,4,0,0,0,0.0,,0.0,0.0,False
PP Hinge,Spin,middle,4,3,1,0,75.0,4.0,25.0,0.0,False
PP Ojha,Pace,death,34,13,4,0,38.24,8.5,11.76,0.0,True
PP Ojha,Spin,death,9,3,3,0,33.33,3.0,33.33,0.0,False
PP Ojha,Spin,middle,2,0,1,0,0.0,2.0,50.0,0.0,False
PP Shaw,Pace,death,17,28,2,5,164.71,8.5,11.76,29.41,False
PP Shaw,Pace,middle,137,185,8,23,135.04,17.1,5.84,16.79,True
PP Shaw,Pace,powerplay,715,1062,39,187,148.53,18.3,5.45,26.15,True
PP Shaw,Spin,death,4,2,1,0,50.0,4.0,25.0,0.0,False
PP Shaw,Spin,middle,206,330,15,41,160.19,13.7,7.28,19.9,True
PP Shaw,Spin,powerplay,204,285,10,43,139.71,20.4,4.9,21.08,True
PR Shah,Pace,death,19,26,4,3,136.84,4.8,21.05,15.79,False
PR Shah,Pace,middle,26,22,2,3,84.62,13.0,7.69,11.54,False
PR Shah,Pace,powerplay,31,30,0,3,96.77,,0.0,9.68,True
PR Shah,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
PR Shah,Spin,middle,13,13,2,2,100.0,6.5,15.38,15.38,False
PR Veer,Pace,death,33,41,1,5,124.24,33.0,3.03,15.15,True
PR Veer,Pace,middle,2,2,0,0,100.0,,0.0,0.0,False
PR Veer,Spin,middle,22,34,0,6,154.55,,0.0,27.27,False
PR Veer,Unknown,death,6,6,1,1,100.0,6.0,16.67,16.67,False
PR Veer,Unknown,middle,4,7,0,1,175.0,,0.0,25.0,False
PSP Handscomb,Pace,middle,8,3,0,0,37.5,,0.0,0.0,False
PSP Handscomb,Spin,middle,4,3,1,0,75.0,4.0,25.0,0.0,False
PV Tambe,Pace,death,23,11,1,0,47.83,23.0,4.35,0.0,False
PV Tambe,Pace,middle,9,6,0,1,66.67,,0.0,11.11,False
PV Tambe,Spin,death,7,1,0,0,14.29,,0.0,0.0,False
PVD Chameera,Pace,death,31,44,2,5,141.94,15.5,6.45,16.13,True
PVD Chameera,Spin,death,13,8,1,1,61.54,13.0,7.69,7.69,False
PVD Chameera,Spin,middle,1,1,0,0,100.0,,0.0,0.0,False
PVSN Raju,Pace,death,1,1,0,0,100.0,,0.0,0.0,False
PWA Mulder,Pace,death,5,6,1,1,120.0,5.0,20.0,20.0,False
PWA Mulder,Spin,death,4,3,0,0,75.0,,0.0,0.0,False
PWA Mulder,Spin,middle,2,0,0,0,0.0,,0.0,0.0,False
PWH de Silva,Pace,death,37,37,6,5,100.0,6.2,16.22,13.51,True
PWH de Silva,Pace,middle,18,10,0,1,55.56,,0.0,5.56,False
PWH de Silva,Spin,death,16,19,3,1,118.75,5.3,18.75,6.25,False
PWH de Silva,Spin,middle,17,15,4,1,88.24,4.2,23.53,5.88,False
Pankaj Singh,Pace,death,12,7,2,0,58.33,6.0,16.67,0.0,False
Parvez Rasool,Pace,death,17,16,2,1,94.12,8.5,11.76,5.88,False
Parvez Rasool,Spin,death,3,1,0,0,33.33,,0.0,0.0,False
Prince Yadav,Pace,death,10,4,0,0,40.0,,0.0,0.0,False
Prince Yadav,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
Priyansh Arya,Pace,middle,49,108,2,17,220.41,24.5,4.08,34.69,True
Priyansh Arya,Pace,powerplay,323,597,19,102,184.83,17.0,5.88,31.58,True
Priyansh Arya,Spin,middle,60,112,5,15,186.67,12.0,8.33,25.0,True
Priyansh Arya,Spin,powerplay,28,76,2,13,271.43,14.0,7.14,46.43,False
Priyansh Arya,Unknown,middle,7,11,2,2,157.14,3.5,28.57,28.57,False
Priyansh Arya,Unknown,powerplay,4,5,1,1,125.0,4.0,25.0,25.0,False
Q de Kock,Pace,death,93,195,4,30,209.68,23.2,4.3,32.26,True
Q de Kock,Pace,middle,407,618,15,80,151.84,27.1,3.69,19.66,True
Q de Kock,Pace,powerplay,1178,1574,52,245,133.62,22.7,4.41,20.8,True
Q de Kock,Spin,death,24,45,4,7,187.5,6.0,16.67,29.17,False
Q de Kock,Spin,middle,517,620,25,62,119.92,20.7,4.84,11.99,True
Q de Kock,Spin,powerplay,334,392,7,53,117.37,47.7,2.1,15.87,True
R Ashwin,Pace,death,289,394,25,47,136.33,11.6,8.65,16.26,True
R Ashwin,Pace,middle,111,130,8,12,117.12,13.9,7.21,10.81,True
R Ashwin,Pace,powerplay,45,49,4,10,108.89,11.2,8.89,22.22,True
R Ashwin,Spin,death,67,82,9,8,122.39,7.4,13.43,11.94,True
R Ashwin,Spin,middle,165,149,7,12,90.3,23.6,4.24,7.27,True
R Ashwin,Spin,powerplay,28,29,2,4,103.57,14.0,7.14,14.29,False
R Bhatia,Pace,death,136,220,15,29,161.76,9.1,11.03,21.32,True
R Bhatia,Pace,middle,62,55,3,5,88.71,20.7,4.84,8.06,True
R Bhatia,Spin,death,36,31,4,2,86.11,9.0,11.11,5.56,True
R Bhatia,Spin,middle,50,36,3,1,72.0,16.7,6.0,2.0,True
R Bishnoi,Pace,death,2,1,0,0,50.0,,0.0,0.0,False
R Bishnoi,Pace,powerplay,14,18,1,3,128.57,14.0,7.14,21.43,False
R Bishnoi,Spin,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
R Dhawan,Pace,death,91,128,4,16,140.66,22.8,4.4,17.58,True
R Dhawan,Pace,middle,20,27,1,5,135.0,20.0,5.0,25.0,False
R Dhawan,Spin,death,41,40,3,3,97.56,13.7,7.32,7.32,True
R Dhawan,Spin,middle,35,15,1,1,42.86,35.0,2.86,2.86,True
R Dravid,Pace,death,77,137,11,21,177.92,7.0,14.29,27.27,True
R Dravid,Pace,middle,470,551,21,66,117.23,22.4,4.47,14.04,True
R Dravid,Pace,powerplay,727,790,16,139,108.67,45.4,2.2,19.12,True
R Dravid,Spin,death,42,63,4,9,150.0,10.5,9.52,21.43,True
R Dravid,Spin,middle,457,512,18,45,112.04,25.4,3.94,9.85,True
R Dravid,Spin,powerplay,105,115,1,16,109.52,105.0,0.95,15.24,True
R Dravid,Unknown,middle,4,6,0,1,150.0,,0.0,25.0,False
R McLaren,Pace,death,49,59,3,7,120.41,16.3,6.12,14.29,True
R McLaren,Pace,middle,45,32,0,3,71.11,,0.0,6.67,True
R McLaren,Pace,powerplay,18,12,0,1,66.67,,0.0,5.56,False
R McLaren,Spin,death,9,10,2,1,111.11,4.5,22.22,11.11,False
R McLaren,Spin,middle,50,46,1,3,92.0,50.0,2.0,6.0,True
R Minz,Pace,death,3,5,1,1,166.67,3.0,33.33,33.33,False
R Minz,Pace,middle,3,2,0,0,66.67,,0.0,0.0,False
R Minz,Spin,middle,12,4,2,0,33.33,6.0,16.67,0.0,False
R Minz,Unknown,death,1,1,0,0,100.0,,0.0,0.0,False
R Ninan,Pace,death,6,3,1,0,50.0,6.0,16.67,0.0,False
R Parag,Pace,death,298,497,31,70,166.78,9.6,10.4,23.49,True
R Parag,Pace,middle,337,495,16,67,146.88,21.1,4.75,19.88,True
R Parag,Pace,powerplay,113,169,3,31,149.56,37.7,2.65,27.43,True
R Parag,Spin,death,50,67,4,7,134.0,12.5,8.0,14.0,True
R Parag,Spin,middle,456,604,13,64,132.46,35.1,2.85,14.04,True
R Parag,Spin,powerplay,19,18,1,2,94.74,19.0,5.26,10.53,False
R Parag,Unknown,death,8,7,1,1,87.5,8.0,12.5,12.5,False
R Parag,Unknown,middle,15,18,0,1,120.0,,0.0,6.67,False
R Parag,Unknown,powerplay,6,4,1,1,66.67,6.0,16.67,16.67,False
R Powell,Pace,death,126,246,9,38,195.24,14.0,7.14,30.16,True
R Powell,Pace,middle,76,77,4,8,101.32,19.0,5.26,10.53,True
R Powell,Pace,powerplay,5,2,0,0,40.0,,0.0,0.0,False
R Powell,Spin,death,36,60,4,9,166.67,9.0,11.11,25.0,True
R Powell,Spin,middle,122,131,6,15,107.38,20.3,4.92,12.3,True
R Powell,Spin,powerplay,1,1,0,0,100.0,,0.0,0.0,False
R Powell,Unknown,middle,17,26,1,4,152.94,17.0,5.88,23.53,False
R Powell,Unknown,powerplay,7,12,0,2,171.43,,0.0,28.57,False
R Rampaul,Pace,death,33,36,3,4,109.09,11.0,9.09,12.12,True
R Rampaul,Pace,middle,10,5,0,0,50.0,,0.0,0.0,False
R Rampaul,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
R Rampaul,Spin,middle,6,10,1,1,166.67,6.0,16.67,16.67,False
R Ravindra,Pace,death,2,2,0,0,100.0,,0.0,0.0,False
R Ravindra,Pace,middle,9,24,1,4,266.67,9.0,11.11,44.44,False
R Ravindra,Pace,powerplay,171,244,8,39,142.69,21.4,4.68,22.81,True
R Ravindra,Spin,death,4,9,0,1,225.0,,0.0,25.0,False
R Ravindra,Spin,middle,62,79,4,6,127.42,15.5,6.45,9.68,True
R Ravindra,Spin,powerplay,23,26,2,3,113.04,11.5,8.7,13.04,False
R Ravindra,Unknown,death,3,13,0,2,433.33,,0.0,66.67,False
R Ravindra,Unknown,middle,7,11,0,1,157.14,,0.0,14.29,False
R Ravindra,Unknown,powerplay,6,5,0,0,83.33,,0.0,0.0,False
R Sai Kishore,Pace,death,8,14,2,2,175.0,4.0,25.0,25.0,False
R Sai Kishore,Spin,death,7,3,1,0,42.86,7.0,14.29,0.0,False
R Sai Kishore,Unknown,death,1,1,0,0,100.0,,0.0,0.0,False
R Sanjay Yadav,Pace,death,2,0,1,0,0.0,2.0,50.0,0.0,False
R Sathish,Pace,death,88,121,6,13,137.5,14.7,6.82,14.77,True
R Sathish,Pace,middle,57,56,4,5,98.25,14.2,7.02,8.77,True
R Sathish,Pace,powerplay,7,0,1,0,0.0,7.0,14.29,0.0,False
R Sathish,Spin,death,30,43,2,6,143.33,15.0,6.67,20.0,True
R Sathish,Spin,middle,49,50,1,4,102.04,49.0,2.04,8.16,True
R Sharma,Pace,death,65,56,8,7,86.15,8.1,12.31,10.77,True
R Sharma,Spin,death,8,9,2,1,112.5,4.0,25.0,12.5,False
R Sharma,Spin,middle,2,1,0,0,50.0,,0.0,0.0,False
R Shepherd,Pace,death,81,161,6,25,198.77,13.5,7.41,30.86,True
R Shepherd,Pace,middle,14,24,1,3,171.43,14.0,7.14,21.43,False
R Shepherd,Spin,death,15,27,2,6,180.0,7.5,13.33,40.0,False
R Shepherd,Spin,middle,33,38,2,3,115.15,16.5,6.06,9.09,True
R Shepherd,Unknown,death,5,7,0,1,140.0,,0.0,20.0,False
R Shepherd,Unknown,middle,5,11,0,2,220.0,,0.0,40.0,False
R Shukla,Pace,death,22,18,1,2,81.82,22.0,4.55,9.09,False
R Shukla,Pace,middle,1,1,0,0,100.0,,0.0,0.0,False
R Smaran,Pace,death,2,5,0,1,250.0,,0.0,50.0,False
R Smaran,Pace,middle,2,4,0,1,200.0,,0.0,50.0,False
R Smaran,Pace,powerplay,19,10,2,1,52.63,9.5,10.53,5.26,False
R Smaran,Spin,middle,2,0,1,0,0.0,2.0,50.0,0.0,False
R Tewatia,Pace,death,473,775,30,109,163.85,15.8,6.34,23.04,True
R Tewatia,Pace,middle,206,226,7,27,109.71,29.4,3.4,13.11,True
R Tewatia,Pace,powerplay,5,4,1,1,80.0,5.0,20.0,20.0,False
R Tewatia,Spin,death,67,114,4,18,170.15,16.8,5.97,26.87,True
R Tewatia,Spin,middle,182,165,7,14,90.66,26.0,3.85,7.69,True
R Tewatia,Spin,powerplay,4,2,0,0,50.0,,0.0,0.0,False
R Tewatia,Unknown,death,6,16,0,3,266.67,,0.0,50.0,False
R Vinay Kumar,Pace,death,182,221,18,23,121.43,10.1,9.89,12.64,True
R Vinay Kumar,Pace,middle,33,38,1,4,115.15,33.0,3.03,12.12,True
R Vinay Kumar,Spin,death,44,41,5,3,93.18,8.8,11.36,6.82,True
R Vinay Kumar,Spin,middle,15,10,0,0,66.67,,0.0,0.0,False
RA Bawa,Pace,death,18,24,1,1,133.33,18.0,5.56,5.56,False
RA Bawa,Pace,middle,3,2,1,0,66.67,3.0,33.33,0.0,False
RA Bawa,Pace,powerplay,1,0,0,0,0.0,,0.0,0.0,False
RA Bawa,Spin,middle,10,9,1,1,90.0,10.0,10.0,10.0,False
RA Jadeja,Pace,death,1013,1595,57,194,157.45,17.8,5.63,19.15,True
RA Jadeja,Pace,middle,602,688,16,68,114.29,37.6,2.66,11.3,True
RA Jadeja,Pace,powerplay,93,127,2,22,136.56,46.5,2.15,23.66,True
RA Jadeja,Spin,death,259,321,17,30,123.94,15.2,6.56,11.58,True
RA Jadeja,Spin,middle,694,748,19,66,107.78,36.5,2.74,9.51,True
RA Jadeja,Spin,powerplay,16,30,2,6,187.5,8.0,12.5,37.5,False
RA Jadeja,Unknown,death,8,6,0,0,75.0,,0.0,0.0,False
RA Jadeja,Unknown,middle,14,11,0,0,78.57,,0.0,0.0,False
RA Tripathi,Pace,death,109,177,13,24,162.39,8.4,11.93,22.02,True
RA Tripathi,Pace,middle,299,417,7,50,139.46,42.7,2.34,16.72,True
RA Tripathi,Pace,powerplay,564,790,30,131,140.07,18.8,5.32,23.23,True
RA Tripathi,Spin,death,42,42,4,4,100.0,10.5,9.52,9.52,True
RA Tripathi,Spin,middle,486,642,23,71,132.1,21.1,4.73,14.61,True
RA Tripathi,Spin,powerplay,159,218,5,33,137.11,31.8,3.14,20.75,True
RA Tripathi,Unknown,powerplay,3,5,0,1,166.67,,0.0,33.33,False
RD Chahar,Pace,death,94,111,11,16,118.09,8.5,11.7,17.02,True
RD Chahar,Pace,middle,10,4,1,0,40.0,10.0,10.0,0.0,False
RD Chahar,Spin,death,14,14,1,2,100.0,14.0,7.14,14.29,False
RD Chahar,Spin,middle,6,0,1,0,0.0,6.0,16.67,0.0,False
RD Gaikwad,Pace,death,132,238,8,33,180.3,16.5,6.06,25.0,True
RD Gaikwad,Pace,middle,330,516,9,59,156.36,36.7,2.73,17.88,True
RD Gaikwad,Pace,powerplay,881,1038,28,150,117.82,31.5,3.18,17.03,True
RD Gaikwad,Spin,death,35,57,2,8,162.86,17.5,5.71,22.86,True
RD Gaikwad,Spin,middle,495,625,18,61,126.26,27.5,3.64,12.32,True
RD Gaikwad,Spin,powerplay,195,334,5,52,171.28,39.0,2.56,26.67,True
RD Gaikwad,Unknown,death,2,1,0,0,50.0,,0.0,0.0,False
RD Gaikwad,Unknown,middle,11,8,1,0,72.73,11.0,9.09,0.0,False
RD Gaikwad,Unknown,powerplay,12,22,0,4,183.33,,0.0,33.33,False
RD Rickelton,Pace,death,7,6,0,0,85.71,,0.0,0.0,False
RD Rickelton,Pace,middle,49,96,3,14,195.92,16.3,6.12,28.57,True
RD Rickelton,Pace,powerplay,291,474,13,81,162.89,22.4,4.47,27.84,True
RD Rickelton,Spin,middle,88,159,6,23,180.68,14.7,6.82,26.14,True
RD Rickelton,Spin,powerplay,40,49,0,7,122.5,,0.0,17.5,True
RD Rickelton,Unknown,death,6,18,0,3,300.0,,0.0,50.0,False
RD Rickelton,Unknown,middle,4,3,1,0,75.0,4.0,25.0,0.0,False
RD Rickelton,Unknown,powerplay,12,31,0,5,258.33,,0.0,41.67,False
RE Levi,Pace,middle,8,9,1,1,112.5,8.0,12.5,12.5,False
RE Levi,Pace,powerplay,35,29,2,5,82.86,17.5,5.71,14.29,True
RE Levi,Spin,middle,8,12,1,2,150.0,8.0,12.5,25.0,False
RE Levi,Spin,powerplay,22,33,2,6,150.0,11.0,9.09,27.27,False
RE van der Merwe,Pace,death,29,38,4,5,131.03,7.2,13.79,17.24,False
RE van der Merwe,Pace,middle,21,26,1,3,123.81,21.0,4.76,14.29,False
RE van der Merwe,Pace,powerplay,37,36,2,5,97.3,18.5,5.41,13.51,True
RE van der Merwe,Spin,death,17,15,0,1,88.24,,0.0,5.88,False
RE van der Merwe,Spin,middle,37,44,2,5,118.92,18.5,5.41,13.51,True
RG More,Pace,death,2,2,0,0,100.0,,0.0,0.0,False
RG Sharma,Pace,death,621,1207,45,181,194.36,13.8,7.25,29.15,True
RG Sharma,Pace,middle,1134,1568,42,207,138.27,27.0,3.7,18.25,True
RG Sharma,Pace,powerplay,1611,2066,65,328,128.24,24.8,4.03,20.36,True
RG Sharma,Spin,death,222,320,13,39,144.14,17.1,5.86,17.57,True
RG Sharma,Spin,middle,1509,1670,49,156,110.67,30.8,3.25,10.34,True
RG Sharma,Spin,powerplay,410,493,18,73,120.24,22.8,4.39,17.8,True
RG Sharma,Unknown,powerplay,10,7,1,1,70.0,10.0,10.0,10.0,False
RJ Gleeson,Pace,death,2,2,0,0,100.0,,0.0,0.0,False
RJ Harris,Pace,death,68,79,8,6,116.18,8.5,11.76,8.82,True
RJ Harris,Pace,middle,10,14,0,1,140.0,,0.0,10.0,False
RJ Harris,Spin,death,19,18,3,2,94.74,6.3,15.79,10.53,False
RJ Harris,Spin,middle,15,6,1,0,40.0,15.0,6.67,0.0,False
RJ Peterson,Pace,death,10,3,0,0,30.0,,0.0,0.0,False
RJ Peterson,Pace,middle,7,4,1,0,57.14,7.0,14.29,0.0,False
RJ Peterson,Spin,death,6,16,0,3,266.67,,0.0,50.0,False
RJ Peterson,Spin,middle,7,9,0,1,128.57,,0.0,14.29,False
RJ Quiney,Pace,death,3,1,1,0,33.33,3.0,33.33,0.0,False
RJ Quiney,Pace,middle,3,11,0,2,366.67,,0.0,66.67,False
RJ Quiney,Pace,powerplay,68,64,5,10,94.12,13.6,7.35,14.71,True
RJ Quiney,Spin,middle,25,26,1,3,104.0,25.0,4.0,12.0,False
RJ Quiney,Spin,powerplay,3,1,0,0,33.33,,0.0,0.0,False
RJW Topley,Pace,death,4,2,0,0,50.0,,0.0,0.0,False
RJW Topley,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
RK Bhui,Pace,death,1,0,1,0,0.0,1.0,100.0,0.0,False
RK Bhui,Pace,middle,6,3,0,0,50.0,,0.0,0.0,False
RK Bhui,Pace,powerplay,7,0,2,0,0.0,3.5,28.57,0.0,False
RK Bhui,Spin,middle,12,7,1,0,58.33,12.0,8.33,0.0,False
RK Singh,Pace,death,341,654,16,100,191.79,21.3,4.69,29.33,True
RK Singh,Pace,middle,177,199,9,21,112.43,19.7,5.08,11.86,True
RK Singh,Pace,powerplay,25,39,0,7,156.0,,0.0,28.0,False
RK Singh,Spin,death,57,86,4,11,150.88,14.2,7.02,19.3,True
RK Singh,Spin,middle,305,321,11,27,105.25,27.7,3.61,8.85,True
RK Singh,Spin,powerplay,3,1,0,0,33.33,,0.0,0.0,False
RK Singh,Unknown,death,19,51,0,9,268.42,,0.0,47.37,False
RK Singh,Unknown,middle,29,47,0,7,162.07,,0.0,24.14,False
RM Patidar,Pace,death,95,194,9,30,204.21,10.6,9.47,31.58,True
RM Patidar,Pace,middle,310,537,16,69,173.23,19.4,5.16,22.26,True
RM Patidar,Pace,powerplay,178,189,3,31,106.18,59.3,1.69,17.42,True
RM Patidar,Spin,death,29,73,6,12,251.72,4.8,20.69,41.38,False
